Date,TweetURL,User,Source,Location,Text,Translated Text
2022-02-01 16:25:52+00:00,https://twitter.com/AzlindaMz/status/1488549167248994307,AzlindaMz,Twitter for iPhone,,"@akifruzaini Aku kat machang yang tak sampai 500 meter dari jalan besar , line celcom semputtttt. Instagram pun tak boleh loading. Alhamdulillah tiada krisis air buat masa ni","@akifruzaini I'm at Machang which is less than 500 meters from the main road, the celcom line is dead. Instagram can't even load. Alhamdulillah there is no water crisis for now"
2022-01-31 16:41:39+00:00,https://twitter.com/dlwdis/status/1488190751997521926,dlwdis,Twitter for iPhone,,@Celcom kenapa tiada line dari hari sabtu ni? kalau ada masalah bagitau jangan diam diam risau saya,@Celcom why is there no line from this Saturday? if there's a problem tell me don't keep quiet and worry about me
2022-01-22 08:45:26+00:00,https://twitter.com/Kim_Sung_Jae/status/1484809419666124802,Kim_Sung_Jae,Twitter for Android,Worldwide by Y's side,"Sakit hati yang tiada penhujung dgn line celcom ni
Hari2 makan hati 😒","Endless heartache with this celcom line
Heart-eating days 😒"
2022-01-17 08:22:51+00:00,https://twitter.com/hanazira_kim/status/1482991794015158275,hanazira_kim,Twitter for iPhone,"🇲🇾NamJin, WooWoo, Tyun","@Celcom Nak tanya, Taman Kasih 43000 Kajang (area sg Sekamat) memang tiada line ke? Kalau betul tiada, saya nak tukar line lain. Kat area tu umobile je ada dengan unifi.","@Celcom I want to ask, does Taman Kasih 43000 Kajang (Sg Sekamat area) really have no line? If not, I want to change another line. In that area, umobile only has unifi."
2022-01-11 07:55:59+00:00,https://twitter.com/KotaBeludInfo/status/1480810707478142980,KotaBeludInfo,Twitter for Android,"Kota Belud, Sabah","Line @Celcom  ini seakan akan ingin menguji tahap kesabaran saya. Line kamu ok ka atau tiada ""lain"" sini, om saja.. 😒","This @Celcom line seems to want to test my patience level. Your line is ok or there is no ""other"" here, just om.. 😒"
2022-01-10 02:15:57+00:00,https://twitter.com/riezmann/status/1480362746306711553,riezmann,Twitter for Android,,Ada hati nak guna 5G. Ni kat kg Parit Othman Darat Batu Pahat. Sampai sekarang keluar roaming je. Setiap kali nak dapatkan line balik kena aktifkan plane mode je. Itu pun line macam biskut kejap ada kejap takde. Dah repot tapi tiada perubahan pun. #celcom https://t.co/lOlHqCGChM,"There is a heart to use 5G. This is at Parit Othman Darat Batu Pahat. Until now just go out roaming. Every time you want to get a line back, you have to activate plane mode. That line is like a biscuit, there is a moment, there is no moment. It's a hassle but there is no change. #celcom https://t.co/lOlHqCGChM"
2022-01-04 16:20:55+00:00,https://twitter.com/arifahwaly/status/1478401063283658752,arifahwaly,Twitter for Android,"Ranau Sabah, Malaysia","Maliau Basin ni, ada beberapa telko ja ada line. DiGi saya langsung tiada line. Celcom ni ja ada. Itupun H+ ja. Load Twitter bolehlah. Sudahlah jam 11PM power cut off. Skg susah mau tidur sbb semua bunyi boleh dengar termasuk bunyi perut. Bergema bunyi perut 🤣.","Maliau Basin, there are several telcos that have lines. My DiGi has no line at all. Celcom is here. Even that is H+. You can load Twitter. It's already 11PM power cut off. It's hard to sleep because you can hear all the sounds, including stomach sounds. Resounding stomach sounds 🤣."
2022-01-02 05:44:10+00:00,https://twitter.com/chekgu_lk/status/1477516042616274946,chekgu_lk,Twitter for Android,"Sabah, Malaysia","Better Celcom bagi diskaunlah bil fibre bulan ni untuk di Sabah. Dari kelnmarin pagi (1 Jan) tiada line sampai ke hari ni. Call careline, kata kelmarin ptg isu akn selesai. Agaknya petang hari lain kot selesai @Celcom @CelcomBlueCube","Better Celcom gives a discount on this month's fiber bill for Sabah. From yesterday morning (Jan 1) there is no line until today. Call careline, said yesterday afternoon the issue will be resolved. Looks like the other day the coat will be finished @Celcom @CelcomBlueCube"
2021-12-25 15:27:22+00:00,https://twitter.com/soldaduMY/status/1474763707649388550,soldaduMY,Twitter for iPhone,"Johore, Malaysia","Kena tiada line @Celcom di sekitar Pt Sulaiman, Telok Kerang, Pontian? Apa mmg kerja nak menyusahkan rakyat je ke skng ni? Pls do something. Org kampung nk berhubung pun susah. Ingat bayar pakai daun ke? @MCMC_RASMI @McmcReact cer komen skit. Makin teruk kerajaan skng ni","Is there no @Celcom line around Pt Sulaiman, Telok Kerang, Pontian? What are you doing to trouble the people? Pls do something. It's hard for people in the village to get in touch. Remember to pay with leaves? @MCMC_RASMI @McmcReact cer comment skit. The government is getting worse now"
2021-12-25 08:20:23+00:00,https://twitter.com/Chanatip08/status/1474656255998267393,Chanatip08,Twitter for Android,Shiganshina District,"@Celcom automatically switch to data roaming lagi. Please fix ASAP! 10 minit bertukar kepada mode data roaming, and then EDGE 1 minit, 4G 1 minit dan bertukar semula ke data roaming. Hello saya kat Malaysia je. Tiada record ke luar negara. Kenapa line celcom jadi mcm ni. FIX THIS https://t.co/ZIO2wTSbeQ","@Celcom automatically switch to data roaming again. Please fix ASAP! 10 minutes switch to data roaming mode, and then EDGE 1 minute, 4G 1 minute and switch back to data roaming. Hello, I'm in Malaysia. No record abroad. Why is the celcom line like this? FIX THIS https://t.co/ZIO2wTSbeQ"
2021-12-25 08:17:43+00:00,https://twitter.com/burgerbroariel/status/1474655582053228546,burgerbroariel,Twitter for Android,,Line celcom kat teluk nipah pulau pangkor perak lansung tiada...tolong ambil maklum aduan saya ni...ramai pelancong terutama orang tempatan untuk jalani utusan perniagaan..@SKMM,"There is no celcom line at Teluk Nipah, Pangkor Perak Island...please take note of my complaint...many tourists, especially locals, are traveling as business messengers..@SKMM"
2021-12-25 08:15:01+00:00,https://twitter.com/burgerbroariel/status/1474654904975167490,burgerbroariel,Twitter for Android,,Line celcom kat teluk nipah pulau pangkor perak lansung tiada...tolong ambil maklum aduan saya ni...ramai pelancong terutama orang tempatan untuk jalani utusan perniagaan,"There is no celcom line at nipah bay, pangkor perak island...please take note of my complaint...many tourists, especially locals, are there for business messengers"
2021-12-21 09:08:44+00:00,https://twitter.com/FazzSunny/status/1473218869812547584,FazzSunny,Twitter for Android,"Austin, TX","@magmalaya Temerloh mula tiada Line internet Yes,Celcom, Umobile dah takda...Digi je buat masa sekarang ni yang saya nampak boleh guna...share hotspot antara satu sama lain...","@magmalaya Temerloh started with no internet line Yes, Celcom, Umobile is gone... Digi is the only one I can use for now... share hotspots with each other..."
2021-12-21 09:05:23+00:00,https://twitter.com/fredrckjggojgie/status/1473218027046924288,fredrckjggojgie,Twitter for iPhone,Land of Hornbill ,jalan rosak boleh jak buat on the spot. line celcom ada masalah kena tunggu 3 hari bekerja. eh mcm tiada kaitan.,"If the road is damaged, you can do it on the spot. celcom line has a problem, have to wait 3 working days. uh, nothing to do with it."
2021-12-21 03:08:46+00:00,https://twitter.com/_nedxander/status/1473128281637412866,_nedxander,Twitter for iPhone,TRG - SGR 🇲🇾,@Celcom kenapa tiada line ye dari pagi tadi lagi 😞,@Celcom why is there no line since this morning again 😞
2021-12-20 09:53:49+00:00,https://twitter.com/elaidiwaiae/status/1472867827476406272,elaidiwaiae,Twitter for Android,,@AutumnMay_05 Mcm tiada fungsi jg bh drg turun . Sedih oh gov tiada tindakan . syukurrr alhamdulillah Area kolej kmi okay jg cma tiada line celcom dn digi tida stabil . Bru smlm stabil . Dn ada pencawang tnb sna shah alam meletup bilng,"@AutumnMay_05 There is no function when it is downloaded. Sad oh gov no action. Thank God, our college area is okay, just that there is no celcom line and digi is not stable. Bru is stable. And there is a tnb substation sna shah alam exploding bilng"
2021-12-18 11:59:16+00:00,https://twitter.com/frdausrazak/status/1472174624297291779,frdausrazak,Twitter for iPhone,,"Allahuakbar, line celcom no servis sebab pencawang problem tambah dengan banjir teruk. Semoga tiada kemalangan kecemasan yang berlaku sebab tak dapat hubungi bomba.","Allahuakbar, celcom line no service because the substation has a problem with severe flooding. Hopefully there won't be an emergency accident because you can't call the fire department."
2021-12-14 02:45:15+00:00,https://twitter.com/runningnury/status/1470585647555432452,runningnury,Twitter for iPhone,,"babi line celcom, maxis, digi, tunetalk, yes SEMUA TIADA. UNIFI JA JALAN.","babi line celcom, maxis, digi, tunetalk, yes ALL ARE GONE. UNIFI JA JALAN."
2021-11-25 13:51:45+00:00,https://twitter.com/jeedZulkefli/status/1463868010247061508,jeedZulkefli,Twitter for iPhone,"Bandar Kuala Lumpur, Wilayah P","@Celcom 
&amp; isu no connection berpisah tiada. Sudahlah susah nak buat report, dekat tweet suruh whatsapp, dekat whatsapp tak reply reply. Nak call…. Engkau punya line ni no line apa bagai. 

Macamana lah …. Takkan ari ari nk reset reset? Kata nak hapuskan 3g bagai","@Celcom
& no connection issue, no separation. It's already difficult to make a report, when you tweet, tell WhatsApp, when WhatsApp doesn't reply. Want to call…. You have this line, what line is it?

How is it... Are you going to reset it? Said to delete 3g like"
2021-11-22 10:28:51+00:00,https://twitter.com/mohdshazwie11__/status/1462729784719396867,mohdshazwie11__,Twitter for iPhone,Malaysia,Omg. Tadi line celcom di Ulu Dusun Sandakan bongok betul. 4G tapi tiada ni masuk apa apa noti. Jangan juga ya begitu,"Omg. Earlier, the celcom line in Ulu Dusun Sandakan was really noisy. 4G but nothing comes in. No notice. Don't do that either"
2021-11-22 01:03:41+00:00,https://twitter.com/farahmvrzuki/status/1462587554583044100,farahmvrzuki,Twitter for iPhone,Malaysia,Omg tiada line disini ni?? Celcom like fr?? Oh i forgot i used to live here mmg susah line,Omg there is no line here?? Celcom like fr?? Oh i forgot i used to live here it's really hard to line
2021-11-20 13:30:08+00:00,https://twitter.com/ohhsyahirahhh/status/1462050629434568709,ohhsyahirahhh,Twitter for iPhone,,"alhamdulillah line dah okay! harap line okay ni kekal sampai ke anak cucu la eh @Celcom . tapi slow tu sudah biasa, tak pa la asalkan ada dari tiada!","Alhamdulillah the line is okay! I hope this okay line will last until the grandchildren eh @Celcom . but it's normal to be slow, it doesn't matter as long as there's something there instead of nothing!"
2021-11-15 02:51:34+00:00,https://twitter.com/_itsmeelliot/status/1460077991044648967,_itsmeelliot,Twitter for Android,,"@Celcom Saya nak tanya kenapa tiba-tiba saya punya nombor tiada line ya dah berhari-hari, nak kata saya tak topup baru je topup rm5","@Celcom I want to ask why all of a sudden I have a number without a line, it's been days, I want to say that I didn't topup, just topup rm5"
2021-11-12 14:27:33+00:00,https://twitter.com/amirulhaq_/status/1459165975996076042,amirulhaq_,Twitter for Android,,"Okay dalam perspektif student dan pengguna setelah setahun lebih.

Baik
1. Blh hotspot ikut baki data (tiada limit hotspot)
2. Speed tak capped
3. Boleh carry forward baki data bulan lps.
4. Lambat bayar tiada caj.

Buruk
1. Line celcom tak berapa stabil
2. Bnyk selenggara https://t.co/xyeW2RMepc","Okay from a student and user perspective after more than a year.

Good
1. Use hotspot according to data balance (no hotspot limit)
2. Speed ​​is not capped
3. Can carry forward the remaining data of the lps month.
4. Late payment no charge.

Bad
1. Celcom line is not very stable
2. More maintenance https://t.co/xyeW2RMepc"
2021-11-08 08:39:56+00:00,https://twitter.com/Yolo921204/status/1457628944371372032,Yolo921204,Twitter for Android,,"@tatapurplesyou_ I dulu guna Maxis package berharga RM98 sebulan, selalu tiada line. Sekarang saya guna Tunetalk RM48 unlimited, l rasa lagi laju. Selain itu, bapa saya juga guna celcom RM35, dia cakap so far so good, better than the Streamxy WiFi di rumah😂","@tatapurplesyou_ I used to use Maxis package costing RM98 a month, always no line. Now I use Tunetalk RM48 unlimited, I think it's faster. Besides, my father also uses celcom RM35, he says so far so good, better than the Streamxy WiFi at home😂"
2021-11-06 01:34:14+00:00,https://twitter.com/linwinkywanka/status/1456797036196417539,linwinkywanka,Twitter for iPhone,"Kuala Lumpur Federal Territory, Malaysia",@Celcom line tiada langsung even untuk kol pon tiada. Bayar bill every month bukan main tp notis pon tiada langsung bila jadi mcm ni.,"@Celcom line doesn't exist at all, even for kol, it doesn't exist. Paying the bill every month is not a joke, but there is no notice when it happens like this."
2021-10-26 11:57:58+00:00,https://twitter.com/YuzYussof/status/1452967737605558272,YuzYussof,Twitter for Android,Wilayah Persekutuan Labuan,Kawan mengadu.. Digi lagi tiada line. Welcome to the club with celcom 😌🙂,Friends complain.. Digi again no line. Welcome to the club with celcom 😌🙂
2021-10-23 09:51:01+00:00,https://twitter.com/YuzYussof/status/1451848628549656577,YuzYussof,Twitter for Android,Wilayah Persekutuan Labuan,cibai la line celcom.. dari semalam sampai hari ni.. nda pernah2 begini lama tiada line 🖕🏻,try the celcom line.. from yesterday until today.. I have never had a line for so long 🖕🏻
2021-10-21 11:27:14+00:00,https://twitter.com/danneyboyladero/status/1451148067135115272,danneyboyladero,Twitter for Android,keningau,"@Celcom Biar 1000 gb engkau bagi klaw line internet masi truk...tiada guna juga.
Keningau,sabah, malaysia
Pengalaman internet celcom adalah yg paling teruk. Tak minta bnyk..line internet yang stabil pn da cukup, ni bacaan 70 kbps. 500 kbps stabil pun ok da celcom.","@Celcom Let me give you 1000 gb to use the internet line but it's still a truck... it's useless too.
Keningau, Sabah, Malaysia
Celcom internet experience is the worst. I don't ask for much.. a stable internet line is already enough, this reading is 70 kbps. 500 kbps stable is ok with celcom."
2021-10-19 04:21:40+00:00,https://twitter.com/audifaliq/status/1450316193697439746,audifaliq,Twitter for Android,"Petaling Jaya, Malaysia","Hi @Celcom , dalam Eco Shop Sunway Mentari tiada coverage (0 bar). Diharap dapat sediakan line untuk kemudahan pelanggan. Terima kasih.","Hi @Celcom, in Eco Shop Sunway Mentari there is no coverage (0 bar). It is hoped to be able to provide a line for the convenience of customers. Thank you."
2021-10-01 04:02:13+00:00,https://twitter.com/aaishazlkp/status/1443788317263237122,aaishazlkp,Twitter for iPhone,,Celcom dgn line problem berpisah tiada,Celcom with no line disconnection problem
2021-09-24 11:47:33+00:00,https://twitter.com/shaanizzle_/status/1441368706274054150,shaanizzle_,Twitter for Android,BKI,Stress bah tiada wifi ni yihhh. Line Celcom pun macam pantat,It's stressful because there's no wifi. Celcom's line is like an ass
2021-09-22 07:07:59+00:00,https://twitter.com/Abyieee2/status/1440573576977862661,Abyieee2,Twitter for Android,,"Jika mereka tiada line Digi, tapi ada line Celcom, maka Tonewow sentiasa ada. Begitu juga sebaliknya!

Mana yang menunggu peluang untuk jadi pengedar simkad Tonewow, saya rasa inilah waktu terbaik anda boleh mulakan

Kita membayar dan kita dibayar
Simkad yang menang kedua-duanya","If they don't have a Digi line, but have a Celcom line, then Tonewow is always there. Vice versa!

Which one is waiting for the opportunity to become a Tonewow simcard distributor, I think this is the best time you can start

We pay and we get paid
Simcard wins both"
2021-09-21 15:13:16+00:00,https://twitter.com/Kimihamehameha/status/1440333314141818887,Kimihamehameha,Twitter for iPhone,,Line @Celcom slow . Dah try on off phone sama saja. Hmmm.. tiada improvement,Line @Celcom slow. Tried on off phone just the same. Hmmm.. no improvement
2021-09-18 12:17:52+00:00,https://twitter.com/izriez/status/1439202007345090561,izriez,Twitter for Android,Kuala Lumpur City,"@MCMC_RASMI Hi MCMC, tolong stabilkan signal 4G Celcom, line sgt slow &amp; congest,juga luaskn liputan 4G LTE bg rangkaian telco Maxis &amp; Digi di kawasan luar bandar di Kedah. Bnyk kali aduan di buat tetapi tiada tindakan yg dibuat. Sila jalankan tanggungjawab","@MCMC_RASMI Hi MCMC, please stabilize Celcom's 4G signal, the line is very slow & congested, also expand 4G LTE coverage for Maxis & Digi telco networks in rural areas in Kedah. Complaints were made many times but no action was taken. Please be responsible"
2021-09-12 09:57:03+00:00,https://twitter.com/ThessaES/status/1436992243018047489,ThessaES,Twitter for Android,Zamboanga City,@ryenoldloza Apa kw pakai rye? Aku kan punya celcom 2 minggu lebih sudah bikin panas. Tiada line oh,@ryenoldloza Why do you use rye? I've had Celcom for over 2 weeks and it's been heating up. No line oh
2021-09-05 02:26:59+00:00,https://twitter.com/emceejason/status/1434342265049157633,emceejason,Twitter for Android,"Kota Kinabalu, Sabah (BKI)","@DecipherBKI @KKCity City area, Digi and Celcom territory. Mana yg tiada line Digi dan Celcom, biasanya ada Maxis 🤣 if you're hanging around more in urban areas, definitely go for 1. Digi 2. Celcom

I'm using both Digi and Celcom.. wife is using Maxis..","@DecipherBKI @KKCity City area, Digi and Celcom territory. Where there is no Digi and Celcom line, there is usually Maxis 🤣 if you're hanging around more in urban areas, definitely go for 1. Digi 2. Celcom

I'm using both Digi and Celcom.. wife is using Maxis.."
2021-09-02 02:49:18+00:00,https://twitter.com/CarlyeLaj/status/1433260719877726211,CarlyeLaj,Twitter for Android,Sabahan,"@Celcom line sejak semalam area kembirian lanit Manggatal Kota kinabalu Sabah Malaysia sangat mengecewakan..saya tiada tunggakan bil ,malah bayar lebih lagi ,dgn harapan perkhidmatan kamu cemerlang namun mendukacitakan .","@Celcom line since yesterday, Kembirian lanit area, Manggatal, Kota kinabalu, Sabah, Malaysia is very disappointing.. I have no bill arrears, I have even paid more, with the hope that your service is excellent but it is disappointing."
2021-08-24 15:22:47+00:00,https://twitter.com/divaavivaa/status/1430188847325794306,divaavivaa,Twitter for Android,"Bandar Kuala Lumpur, Wilayah P",@Celcom dengan siput slow serupa line dia berpisah tiada. Upgrade naik berapa G pun tetap masalah.,"@Celcom with a slow snail similar to the line he parted with is gone. No matter how many G you upgrade, it's still a problem."
2021-08-24 06:39:21+00:00,https://twitter.com/OnexoxWahid/status/1430057121362501634,OnexoxWahid,Twitter for Android,"Bukit Raja, Selangor","#DATA_SOLID_INTERNET_LAJU - 
👉 Internet High Speed (4G LTE)
👉 Line Liputan Luas (Celcom)
👉 Blacklist diterima
👉 Boleh kekalkan nombor lama
👉 tiada sekatan internet
👉 Unlimited Calls
👉 Hotspot (keseluruhan data tanpa had)
👉 Tiada caj @ syarat tersembunyi
👉 Tiada Kontrak https://t.co/qFDrxmf0kj","#DATA_SOLID_INTERNET_SPEED -
👉 High Speed ​​Internet (4G LTE)
👉 Wide Coverage Line (Celcom)
👉 Blacklist accepted
👉 Can keep the old number
👉 no internet restrictions
👉 Unlimited Calls
👉 Hotspot (all unlimited data)
👉 No charges @ hidden conditions
👉 No Contract https://t.co/qFDrxmf0kj"
2021-08-23 12:55:19+00:00,https://twitter.com/siimatahari/status/1429789348690493440,siimatahari,Twitter for Android,dihatipandaku,@Celcom  kenapa tiada line dirumah kami? Adikku suruh tanya habis dia mau showoff dlm pubg.,@Celcom why is there no line at our house? My brother told me to ask him if he wants to show off in pubg.
2021-08-21 06:42:58+00:00,https://twitter.com/aLbumie/status/1428970868126879746,aLbumie,Twitter for iPhone,Malaysia,Hai @Celcom . Kenapa line teruk sgt sekarangni. Asik tiada line tiba2 dikawasan saujana putra,Hi @Celcom . Why is the line so bad now? It's cool that there is no line suddenly in the Saujana Putra area
2021-08-18 00:04:19+00:00,https://twitter.com/Celcom/status/1427783381840928778,Celcom,Khoros CX,Malaysia,@nrwanieeee Boleh tunggu dalam masa 24 jam ye @nrwanieeee. Jika selepas 24 jam still tiada line boleh DM kami untuk semakan lanjut - Qis,"@nrwanieeee Can you wait within 24 hours @nrwanieeee. If after 24 hours there is still no line, you can DM us for further review - Qis"
2021-08-12 04:00:29+00:00,https://twitter.com/SyazleenAzila/status/1425668488597704707,SyazleenAzila,Twitter for Android,"Petaling, Kuala Lumpur",@hansrahmn @nurulatieqa Ya Allah aku mula2 ok lg dgn umobile tp sebulan sekali dia jd line hp xde. Nk call semua xboleh. Dh la parents aku pun umobile. Risau pape jd xboleh nk call. Tu yg tukar line celcom. Setakat 5 bulan ni alhamdulillah tiada mslh lg. Aku pckg fmly.,"@hansrahmn @nurulateyeqa Oh God, I'm starting to be ok with umobile, but once a month he's on the xde phone line. Can't call everything. My parents are also umobile. I'm worried about not being able to call. That's who changed the celcom line. So far 5 months, thank God, no more problems. I'm pckg fmly."
2021-08-10 16:15:34+00:00,https://twitter.com/zariqhafizin/status/1425128700018786304,zariqhafizin,Twitter for iPhone,,"@Celcom hi, nak tanya pasal modem wifi rumah. Kenapa tidak ada line? Sedangkan tiada sebarang penyekatan. Dah restart 5 kali ni ni","@Celcom hi, I want to ask about the home wifi modem. Why is there no line? While there is no blocking. It has restarted 5 times"
2021-07-31 16:07:11+00:00,https://twitter.com/iamsnkamaliah/status/1421502711707488256,iamsnkamaliah,Twitter for iPhone,Malaysia,"Hmmmm dari pukul berapa lagi dok on/off jer data mobile ni. Mengharapkan ‘laju’ line internet. 

@Celcom dengan line problems berpisah tiada. Bab potong/barred line cepat dan pantas.","Hmmmm, from what time is this mobile data dock on/off? Hoping for a 'fast' internet line.

@Celcom with line problems, no separation. The cut/barred line is quick and fast."
2021-07-30 03:08:54+00:00,https://twitter.com/Celcom/status/1420944464764301313,Celcom,Khoros CX,Malaysia,@fqrsyarubyjane Okay kalau ikutkan . Coverage okay tiada masalah. Awak nak saya tolong untuk reset line tak?,"@fqrsyarubyjane Okay if you follow. Coverage is okay, no problem. Do you want me to help you reset the line?"
2021-07-30 00:07:04+00:00,https://twitter.com/aliffshanusi/status/1420898704785952768,aliffshanusi,Twitter Web App,Malaysia,"@JazeeraJulaili aku tengah cuba home wifi oleh celcom, sini line fiber kena deal dengan management. tiada fiber luar atau time. 500 untuk 139 tu dah padu sanagt dah. boleh live tido dah.","@JazeeraJulaili I'm trying home wifi by celcom, here the fiber line has to deal with the management. no outside fiber or time. 500 for 139 is a good deal. can go to bed already."
2021-07-28 14:01:14+00:00,https://twitter.com/xhitamxputih/status/1420383851948302347,xhitamxputih,Twitter for iPhone,"Johor Bahru, Johor",Tiada yang lebib babi daripada line digi dan celcom. Mampus pi! Sial betul,Nothing is more pig than line digi and celcom. Clear pi! Shit right
2021-07-14 15:25:43+00:00,https://twitter.com/imanmanaf5/status/1415331682744299526,imanmanaf5,Twitter for Android,"Negri Sembilan, Malaysia",@Celcom Dari bulan 4 saya buat benda yang sama sampai hari ini masih sama tiada perkembangan. Kenapa sebelum sebelum ini tiada masalah seperti ini tetapi semenjak celcom berkolaborasi dengan digi terus line down teruk. Awak nak saya buat benda yang sama sampai bila?,@Celcom From month 4 I did the same thing until today still the same no progress. Why was there no problem like this before but since celcom collaborated with digi the line down has been bad. Do you want me to do the same thing until when?
2021-07-14 11:51:34+00:00,https://twitter.com/aqlirfxn/status/1415277792481071105,aqlirfxn,Twitter for iPhone,,celcom dan tiada line berpisah tiada,celcom and no line separated no
2021-07-12 17:58:17+00:00,https://twitter.com/amirulam24/status/1414645302057848832,amirulam24,Twitter for Android,,@Celcom please la celcom. Tiba2 xde line. Ganti rugi pon tiada. Kerajaan dah bagi duit bnyk dah. Still teruk.,@Celcom please it's Celcom. Arrived on line. There is no compensation. The government has already given a lot of money. Still bad.
2021-07-12 17:50:14+00:00,https://twitter.com/alfredodidx/status/1414643277639262222,alfredodidx,Twitter for iPhone,,ingatkan saya satu orang ja tiada line celcom haha,remind me that I'm one person and don't have a celcom line haha
2021-07-07 01:37:01+00:00,https://twitter.com/sarihihihi/status/1412586420850487298,sarihihihi,Twitter for Android,Malaysia,wehh tengok la ni line Celcom😭 4 hari suda tiada. kalau ada pun 3G lepastu sekejap ja hilang balik. https://t.co/YBBqFZcZT2,"Wow, look at the Celcom line 😭 it's been gone for 4 days. if there is even 3G then it disappears in a moment. https://t.co/YBBqFZcZT2"
2021-07-02 08:12:32+00:00,https://twitter.com/keyrullll/status/1410874013002342406,keyrullll,Twitter for Android,Malaysia,Dah tiga hari tiada line nie @digitelco . Tau lah dah gabung dengan celcom tapi janganlah buang aku https://t.co/ETGMIVzrav,There has been no line for three days @digitelco. You know I joined celcom but don't throw me out https://t.co/ETGMIVzrav
2021-06-29 11:41:18+00:00,https://twitter.com/iztiisml/status/1409839386917629957,iztiisml,Twitter for iPhone,Shah Alam,Semoga @Celcom &amp; @unifi dapat menjalani hidup kalian dengan indah walaupun line anda sesungguhnya sangat mendukacitakan. Saya dan rakyat Malaysia doakan semoga kalian teruskan hidup seperti tiada apa yang berlaku dan hanya hidup dalam fantasi sahaja. Terima kasih.,Hopefully @Celcom & @unifi can live your lives beautifully even though your line is really sad. I and the people of Malaysia pray that you continue to live as if nothing happened and only live in fantasy. Thank you.
2021-06-20 02:48:36+00:00,https://twitter.com/kakmah1/status/1406443841305993220,kakmah1,Twitter for Android,"Kota Bharu, Kelantan","#celcom Di kg banggol Lepah langsung tiada line
Hari ke 2
Kenapa #celcom","#celcom There is absolutely no line at Lepah bump
Day 2
Why #celcom"
2021-06-19 04:43:37+00:00,https://twitter.com/mijalqarls/status/1406110395689934853,mijalqarls,Twitter for Android,𝓗𝓲𝓼 𝓹𝓻𝓮𝓽𝓽𝓲𝓮𝓼𝓽 ,@AkasyahFarihin Celcom ngan Umobile kedekut and line slow dia berpisah tiada boleh buat syarikat sama sama😭😭,"@AkasyahFarihin Celcom and Umobile are stingy and the line is slow, they broke up and can't do the same company😭😭"
2021-06-17 16:40:17+00:00,https://twitter.com/wannajlin/status/1405565974158315520,wannajlin,Twitter for Android,Kajang,@Celcom tlg ajar aku mcm mana nak setel masalah yang mcm hape ni. Potong line tp tiada payment due. Ini ke level telco paling hebat di rantau asia? Bab Potong line punya la laju efektif. https://t.co/ZRN1dfYwwe,@Celcom please teach me how to fix a problem like this. Cut the line but no payment due. Is this the level of the greatest telco in the Asian region? Chapter Potong line has an effective speed. https://t.co/ZRN1dfYwwe
2021-06-17 04:48:59+00:00,https://twitter.com/muhdfairuzzzz/status/1405386972852482052,muhdfairuzzzz,Twitter for iPhone,Malaysia,@Celcom Saya tengok tweet ni dengan line 3G sebab bila saya set kepada 4G tiada line. Please fix this,@Celcom I saw this tweet with a 3G line because when I set it to 4G there was no line. Please fix this
2021-06-17 02:59:47+00:00,https://twitter.com/Celcom/status/1405359491680325634,Celcom,Khoros CX,Malaysia,@mdfqq Hi @mdfqq Tiada masalah dengan care line kami buat masa ni. Boleh cuba dari masa ke semasa ya. -Nora,@mdfqq Hi @mdfqq There is no problem with our care line at the moment. Can try from time to time yes. -Nora
2021-06-10 11:51:21+00:00,https://twitter.com/bgtn7fnni/status/1402956548188434432,bgtn7fnni,Twitter for iPhone,"Sabah, Malaysia",@95zwithluv @_winterm00n Kene tunggu tiada line kt umobile bru tukar sim celcom,@95zwithluv @_winterm00n Here wait there is no line at umobile bro change the celcom sim
2021-06-09 14:24:47+00:00,https://twitter.com/noi_adin/status/1402632774675156995,noi_adin,Twitter for Android,Ipoh. Sepang. Next?,@Celcom dan line cam haram berpisah tiada.,@Celcom and line cam are forbidden to separate.
2021-06-08 14:29:25+00:00,https://twitter.com/pae_iza/status/1402271550942941187,pae_iza,Twitter Web App,,"@Celcom dah seminggu WFH line masih slow, sangat slow, tetap slow..whyyyy???? I'm lucky sebab tiada online meeting lagi, but for next coming days I'm not sure. Hope by then your service return.","@Celcom it's been a week WFH line is still slow, very slow, still slow.. whyyyy???? I'm lucky because there is no online meeting anymore, but for next coming days I'm not sure. Hope by then your service will return."
2021-06-06 07:24:05+00:00,https://twitter.com/PahlawanPemalu/status/1401439738758848513,PahlawanPemalu,Canva,"Dungun, Terengganu","""KAWASAN SY TIADA LINE DIGI..MCM MANA NI?..""
""KAWASAN SY TIADA LINE CELCOM NI..MCM MANA?""
.
Jgn risau, dgn Master Mobile sentiasa menyokong coverage di kawasan anda..
.
Line SLOW? Bil Telefon MAHAL?
.
PM SY
https://t.co/UjsykH9fKc https://t.co/ZX1FNwcLWm","""THERE IS NO DIGI LINE IN THE SY AREA..WHICH MCM IS THIS?..""
""THERE IS NO CELCOM LINE IN THIS AREA..WHICH MCM?""
.
Don't worry, with Master Mobile always supports coverage in your area..
.
Line SLOW? Expensive Phone Bill?
.
PM SY
https://t.co/UjsykH9fKc https://t.co/ZX1FNwcLWm"
